21020,21072,28896,,,,,4.516856,-46.002748,428.084,-62.21,-3.80,0.0,9.610,4.020,G2/G3V,0.639,34.512761,84.372085,-94.405924,0.00003597,-0.00001659,-0.00000168,1.1825101679773315,-0.8028994142005412,-0.00000030160259067361113,-0.000000018422919,,,,1,21020,,2.1478304741305343,,,
21543,21596,29522,,,,,4.636630,-20.841830,341.213,26.01,-32.43,0.0,9.330,4.232,G2/G3V,0.584,34.156518,91.596673,-37.216457,-0.00001440,-0.00000087,-0.00001537,1.2138668083753352,-0.363758563719415,0.0000001261000383125,-0.000000157225076,,,,1,21543,,1.7668512984538802,,,
23123,23177,270920,,,,,4.985850,-65.667699,326200,0.25,1.15,0.0,9.980,-10.020,G2,0.898,10811.435509,39759.080948,-91117.113345,0.00001634,0.00052197,0.00022970,1.3052923766052993,-1.1461175512156263,0.0000000012120342013888889,0.000000005575357,,,,1,23123,,887156.0120379617,,10.164,9.844
23971,24026,34143,,,,,5.163515,-67.868490,440.216,8.47,-4.40,0.0,10.080,4.429,G2/G3V,0.588,11.044983,49.627046,-125.009691,-0.00000599,-0.00000140,-0.00000108,1.351805164307539,-1.1845286036532587,0.000000041063718743055556,-0.000000021331801,,,,1,23971,,1.473669177036688,,,
24014,24071,,,,,,5.171889,-37.791598,1169.18,14.15,-18.46,0.0,10.070,2.298,G2,0.590,60.926577,276.611471,-219.638388,-0.00002824,-0.00001391,-0.00002535,1.3539974172599383,-0.6595878060952938,0.00000006860113579861112,-0.000000089496605,,,,1,24014,,10.490592077764447,,,
24033,24091,,,,,,5.175752,-37.790335,400.245,13.53,-10.60,0.0,9.450,4.006,G2,0.600,20.761661,94.715444,-75.186973,-0.00000869,-0.00000205,-0.00000498,1.355008710958796,-0.6595657706646875,0.00000006559529097916667,-0.00000005139025,,,,1,24033,,2.1757049509257937,,,
24047,24105,,,,,,5.177841,49.687610,326200,-3.74,-2.11,0.0,9.410,-10.590,G2,0.990,13817.834382,63202.620258,76252.844180,0.00193780,0.00037473,-0.00066175,1.355555569344723,0.86721238549128,-0.00000001813203165277778,-0.000000010229568,,,Aur,1,24047,,1499684.835502374,BK,9.792,9.142
24225,24282,33967,,,,,5.211022,-31.309010,351.13,-17.47,-64.28,0.0,9.080,3.920,G2/G3V,0.646,18.861438,90.012467,-55.936851,0.00000535,-0.00001893,-0.00002866,1.3642424689016874,-0.5464453108345387,-0.00000008469694999305555,-0.000000311638233,,,,1,24225,,2.355049283896009,,,
24282,24339,33995,,,,,5.223682,-18.558598,313.654,-6.24,-37.31,0.0,7.740,2.825,G2/G3V,0.667,18.398751,89.277532,-30.603290,0.00000173,-0.00000601,-0.00001649,1.3675568282917305,-0.32390863973486,-0.000000030252373666666666,-0.000000180883984,,,,1,24282,,6.456542290346553,,,
25645,25709,36329,,,,,5.490027,-34.515421,231.183,24.37,5.50,0.0,8.470,4.218,G2/G3V,0.646,7.773382,57.876732,-40.157891,-0.00000816,0.00000218,0.00000156,1.4372857998045723,-0.6024077366834201,0.00000011814909395138888,0.000000026664752,,,,1,25645,,1.7897814394089606,,,
25949,26014,36856,,,,,5.551386,-34.494114,224.811,-25.32,-133.20,0.0,9.210,5.018,G2/G3V,0.649,6.655802,56.409836,-39.029750,0.00000545,-0.00002602,-0.00003668,1.4533494738952908,-0.6020358615034425,-0.00000012275482391666666,-0.000000645771822,,,,1,25949,,0.8566432555816555,,,
